,User,Tweet
1400,ArvindS40486416,"@SevadalTL Bro , today it is 26-12-2022 and not June - Sept 1947, when Nehru was more keen to be PM of broken &amp; partitioned India rather than conceding Prime Minister ship."
1401,ChrisWhiteside3,"@simonharley Are you sure? Winston Churchill was First Lord of the Admiralty at the start of both WW1 and WW2, Chancellor of the Exchequer in between, and Prime Minister twice afterwards. Did he never ask for economies as PM? 😀"
1402,nkarunee019,"Rt.Hon'ble Prime Minister Shri Pushpa Kamal Dahal. Nepal is the embodiment of land of natural beauty,devotion &amp; deepest human longing for liberation. May the divine cultural, and ethnic diversity continue to prosper under your leadership 
@PM_nepal_
  #SaveSoil"
1403,Postik14,"@PM_ViktorOrban @Europarl_EN I offer an alternative
 If the European Union stops giving Hungary money (permanent subsidies), then Viktor Orban will stop.
 Hungary will remain.
 But with another prime minister"
1404,CNNnews18,"UP’s Minority Welfare Minister Danish Azad Ansari says the ministry will soon start holding Qaumi Chaupals to get feedback from Pasmanda Muslims as advised by PM Modi
@pragyakaushika 
https://t.co/lBThXf2V6B"
1405,psuconnect,"Sh. N.L Sharma, CMD, SJVN meets the Prime Minister of Nepal https://t.co/aqrmYPQtcU
#sjvnlimited #psunews #psuconnect #nepal @SjvnLimited @PM_Nepal41 @nepalprimeminister"
1406,headlinenepal,Bangladesh Prime Minister Hasina Congratulates PM Prachanda https://t.co/Z7psRky93X
1407,TheStatesmanLtd,"#AndhraPradesh CM @ysjagan called on PM @narendramodi in the national capital, this is CM Reddy’s fourth meeting with the prime minister this year.
#PMModi #NarendraModi #CMYSReddy #politics https://t.co/wDn5MnDAnJ"
1408,RohitKu56762491,"PM Modi reaches Ahmedabad to meet his ailing mother; wishes keep pouring in | LIVE UPDATES Prime Minister Narendra Modi's mother Hiraben Modi (100) was on Wednesday admitted to a hospital following health issues. The U N Mehta Institute of Cardiology and Research Centre, whe… https://t.co/8cZSqIwoGh"
1409,RohitKu56762491,"'Love between mother and son is priceless' : Rahul Gandhi wishes speedy recovery for PM Modi's mother Congress leader Rahul Gandhi on Wednesday wished speedy recovery for Prime Minister Narendra Modi's mother Heerabhen, who has been hospitalised in Ahmedabad.... ""FOLLOW TO NEWS"" https://t.co/E0UJT6pQJh"
1410,AnneofKingston,"@theJagmeetSingh You'll never be Prime Minister because the votes you might need to peel off from Liberals are gone. Keep attacking the PM while the far right destroys everything this country stands for, while WE suffer from what they're doing. The @NDP needs to replace you."
1411,ZareerMasani,"@jwilliams529 @Danglerrrr @AndreasKoureas_ @mike_sougata @RoyHistory1 FYI, Haq was democratically elected Prime Minister of Bengal till March 1943, when his coalition ministry fell. His successor as PM, Muslim League’s Nazimuddin, much underestimated threat of famine, until Viceroy at Centre used his reserve powers to intervene."
1412,shail22111,"@aigetoachq @DoT_India @narendramodi @AshwiniVaishnaw @BSNLCorporate @DoT_India conveys it’s approval for placing order for rolling out of 5 lakh Broadband connections to #BSNL as a part of special PM Pilot Project.
I extends thanks to Hon’ble Prime Minister Shri @narendramodi Ji and Hon’ble MoC Shri @AshwiniVaishnaw Ji for their faith in BSNL."
1413,ForABetterMY,"MCA wanted the party to forge closer ties with Anwar as he was then prime minister-in-waiting, but the lack of chemistry between Dr Ling and Anwar posed a challenge. That was where Soh’s role came in.

Even back then, Anwar PM-in-waiting. Isn't 2022 good when Anwar is PM?"
1414,micnewdelhi,"The Chief Minister, Shri @mieknathshinde thanked the Prime Minister, Shri #NarendraModi in the Legislative Council for his decision to celebrate 'Veer Bal Diwas'. He expressed that the history which was in kept in dark has been brought to light by the PM
#Legislative Council"
1415,Dr_Fatima_Khan_,"The National Accountability Bureau   closed the investigation of two corruption cases against Prime Minister PM Shehbaz Sharif, as well as, dropping corruption inquires against some other  PML-N leaders
#چور_کھا_گئے_پاکستان
@TeamiPians https://t.co/Pbgat38mXr"
1416,antapaws1,@Saturn90 Personally John Redwood as Chancellor or Prime Minister with Lee Anderson as a PM or Home office Secretary?
1417,NFTE_PB,"@DoT_India placed order for rolling out of 5 lakh Broadband connections to #BSNL as a part of special PM Pilot Project.
@aigetoachq extends its thanks to Hon’ble Prime Minister Shri @narendramodi Ji and Hon’ble MoC Shri @AshwiniVaishnaw Ji for their faith in @BSNLCorporate"
1418,aigetoachq,"@DoT_India placed order for rolling out of 5 lakh Broadband connections to #BSNL as a part of special PM Pilot Project.
@aigetoachq extends its thanks to Hon’ble Prime Minister Shri @narendramodi Ji and Hon’ble MoC Shri @AshwiniVaishnaw Ji for their faith in @BSNLCorporate"
1419,LokmatNewsEng,"#narendramodi #narendramodimother
PM Modi arrives in Ahmedabad hospital to meet ailing mother
Prime Minister Narendra Modi arrived at Ahmedabad airport to meet his mother Heeraba, who was admitted to a hospital on Wednesday
https://t.co/vwc49kwSUO"
1420,genobkk,Prime Minister Prayut Chan-o-cha signs order transferring National Parks chief to the PM's Office to facilitate the investigation into bribery charges.
1421,amarDgreat,"@RahulGandhi Good gesture. But why are you hesitating in tagging PM Modi in this tough time. Politics aside, he is the Prime Minister of India."
1422,AAP_MOMBASA,"@p4pakipower He was prime minister for 3 1/2 years. What he did for pakistan in his tenure of PM is big zero he only abused Modi ji,he called modi ji a Chhota aadmi &amp; today his own  cheap audios of sexual talks are circulating in general public. Even labour class don't talk like this on phone"
1423,govinda_sonibjp,"How PM Modi made a new minister at ease on world stage

https://t.co/cfSXfPvNlI

via NaMo App https://t.co/S23HuQ1O4J"
1424,RohitKu56762491,"'Love between mother and son is priceless' : Rahul Gandhi wishes speedy recovery for PM Modi's mother Congress leader Rahul Gandhi on Wednesday wished speedy recovery for Prime Minister Narendra Modi's mother Heerabhen, who has been hospitalised in Ahmedabad.... ""FOLLOW TO NEWS"" https://t.co/L4W1B1d5gd"
1425,RohitKu56762491,Andhra Pradesh CM YS Jagan Mohan Reddy likely to meet PM Modi in Delhi today AP CM-PM Modi meeting: Andhra Pradesh Chief Minister YS Jagan Mohan Reddy arrived in Delhi on Tuesday (December 27) and is expected to meet Prime Minister Narendra Modi and some other Union minister… https://t.co/iBYRVA0hnE
1426,Anand24989946,"@RahulGandhi  Well done congress Boy....You really created Proud moments for congress and Built your self to compete PM Modi ji.
BEST OF LUCK.  want to see you as our Next prime minister.
Want to see people's love,respect,believe of Rajiv Gandhi same to same in Rahul Gandhi."
1427,SabyasachiBan20,"Excellent and excitement news 

PM Modi arrives in Ahmedabad, reaches hospital to meet mother Heeraba: Prime Minister Narendra Modi arrived at Ahmedabad airport to meet his mother Heeraba, who was admitted...  https://t.co/OQxZXL7sMK"
1428,vinakaur1997,"Amid the news of Prime Minister Narendra Modi's mother admitted to hospital in Ahmedabad, Congress MP Rahul Gandhi sends out wishes to PM Modi for her recovery.

#PMModi #RahulGandhi #HeerabenModi #Ahmedabad https://t.co/Bfs4m6OfR9"
1429,m_jugnu833,"#چور_کھا_گئے_پاکستان

Pakistan's prime minister-elect Shehbaz Sharif speaks after winning the parliamentary vote to elect a new PM at the national assembly in Islamabad on Monday. After rageem change operation.

@TeamiPians https://t.co/9HZiTxzROf"
1430,gazair5,"@ChrisMinnsMP Hmm cheers @ChrisMinns and, do I accurately note that the Labor (ALP) Prime Minister of Australia has just appointed former PM Kevin Rudd &amp; former Minister Stephen Smith to ambassadorial duties including partial payment of their federal parliamentary pensions! Think twice, kr GB"
1431,DeepakRSridhar,"Sincere prayers for the speedy recovery back to good health of Hon'ble Prime Minister's mother Smt. #HeerabenModi admitted at UN Mehta Institute Amdavad

Respected PM @narendramodi ji, the nation is with you in this hour and hoping and praying for your mother's speedy recovery."
1432,The_newsnap,Prime Minister Modi's mother Heeraben admitted to hospital ಪ್ರಧಾನಿ ಮೋದಿ ತಾಯಿ ಹೀರಾಬೆನ್ ಆಸ್ಪತ್ರೆಗೆ ದಾಖಲು #thenewsnap #BreakingNews #ModiMother #Hospitalized #NarendraModi #PM #india #Gujarat #Heeraben #NEWS #KannadaNews #PrimeMinisterOfIndia https://t.co/OYGI36H2sq
1433,UltimatumArmada,"Leader of the parliamentary party of the Communist Party of Nepal (Maoist Centre) and Prime Minister of Nepal Pushpa Kamal Dahal Prachanda (@cmprachanda) thanks PM @narendramodi for his warm message.
@EONIndia @MofaNepal @NepaliTimes https://t.co/f2BbfrvTTE"
1434,Praneshvjcbe,"Amid the news of Prime Minister Narendra Modi's mother admitted to hospital in Ahmedabad, Congress MP Rahul Gandhi sends out wishes to PM Modi for her recovery.
@DrJayanThiyagu 
@K_T_L https://t.co/FmdR5uXpcK"
1435,mla_sudhakar,Praying for the speedy recovery of Hon'ble Prime Minister @narendramodi Ji's mother Smt. Heeraben Modi. May she come back from this temporary ailment stronger than before and continue to remain as our beloved PM's pillar of strength. https://t.co/Zezbs8vd2Z
1436,banglanews_eng,"Metro rail: PM reaches Agargaon from Uttara in just 17 minutes  Prime Minister Sheikh Hasina reached Agargaon in 17 minutes riding on the country's first metro rail.She was accompanied by around 200, including her sister Sheikh https://t.co/KUG6DAb9Nb"
1437,banglanews_eng,"Metro rail trains will have a reserved bogie for women: PM Prime Minister Sheikh Hasina today said one of the coaches of trains of the newly inaugurated metro rail will be reserved for women.

 https://t.co/VtBnOl9qkJ"
1438,manujjha_1996,"Get well soon. 

We wish for your speedy recovery

PM Modi is proud to have you. 

Your son is the Prime Minister of the Largest Democracy in the World. 

She was born under British Rule. 

She will leave for heaven under her son's rule. 

#Modi
#HeerabenModi https://t.co/4PM1iSFf5o"
1439,RohitKu56762491,Andhra Pradesh CM YS Jagan Mohan Reddy likely to meet PM Modi in Delhi today AP CM-PM Modi meeting: Andhra Pradesh Chief Minister YS Jagan Mohan Reddy arrived in Delhi on Tuesday (December 27) and is expected to meet Prime Minister Narendra Modi and some other Union minister… https://t.co/EI9m0hfULF
1440,entertheworls,Day 7: asking for Neplease government to give power to choose the prime minister to its citizens @PM_nepal_
1441,Rohith03199351,"Congratulations to 
Rt.Hon'ble Prime Minister Shri Pushpa Kamal Dahal. Nepal is the embodiment of land of natural beauty,devotion &amp; deepest human longing for liberation. May the divine cultural, and ethnic diversity continue to prosper under your leadership @PM_nepal_  #SaveSoil"
1442,TimesNow,"PM Modi's mother Heeraben hospitalised: The struggles of the woman who shaped India's Prime Minister

https://t.co/92OkptkCsc"
1443,anthonythurst11,@jv_uk2011 Exactly which is why he should not even be an mp let alone prime minister we cannot afford a pm who is dishonest untrustworthy and untruthful who has no respect for the laws and the rules and regulations of the country
1444,gobinda480,"PM Modi's Mother Hospitalized.

Prime Minister Narendra Modi's mother Heeraben Modi (100) was on Wednesday admitted to a hospital here following health issues. The UN Mehta Institute of Cardiology and Research Centre, where she has been hospitalised, said her condition is stable https://t.co/l9M3rDkrwE"
1445,Charu63013660,"Congratulations to Rt. Hon’ble Prime Minister Shri Pushpa Kamal Dahal &amp; citizens of Nepal.
@PM_nepal_"
1446,ThipMedia,"#Healthcare #News #Alert

PM Modi's mother admitted to hospital, condition stable Prime Minister Narendra Modi's mother hiraba is admitted in U N mehta hospital, and her condition is stable, said the health bulletin issued by the Director of the hospital

https://t.co/ifLFJ7MziJ"
1447,nikologyindia,"Prime Minister Narendra Modi's mother Heeraben Modi has been hospitalised after her health deteriorated last night.

Praying for the speedy recovery &amp; good health of Honourable PM Shri @narendramodi ji’s mother Smt Heeraben Modi ji. 

#HeerabenModi #NarendraModi https://t.co/wzypMJpV9B"
1448,DineshBalakri15,"Congratulations to Rt. Hon’ble Prime Minister Shri Pushpa Kamal Dahal 
@PM_nepal_ https://t.co/bofyUWok1q"
1449,PositiVibes366,Best wishes for your success as Prime Minister of Nepal @PM_nepal_
1450,WhyTheHemant,"From A Maoist Guerrilla To Nepal's Prime Minister.
@PM_nepal_

It gives opportunity to everyone. #democracy 

#SaveSoil"
1451,sharadtrivediUP,The whole nation prays for the speedy recovery of Hon’ble Prime Minister’s mother and her return home from the hospital. PM Modi's mother Heeraben admitted to Ahmedabad hospital https://t.co/xGjjsRksVz
1452,CNNnews18,"Amid the news of Prime Minister Narendra Modi's mother admitted to hospital in Ahmedabad, Congress MP Rahul Gandhi sends out wishes to PM Modi for her recovery.

#PMModi #RahulGandhi #HeerabenModi #Ahmedabad https://t.co/hotejYNus0"
